,B.O.D. (mg/l) : Max : < 3 mg/l,B.O.D. (mg/l) : Mean : < 3 mg/l,B.O.D. (mg/l) : Min : < 3 mg/l,CONDUCTIVITY (µmhos/cm) : Max,CONDUCTIVITY (µmhos/cm) : Mean,CONDUCTIVITY (µmhos/cm) : Min,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml,NITRATE- N+ NITRITE-N (mg/l) : Max,NITRATE- N+ NITRITE-N (mg/l) : Mean,NITRATE- N+ NITRITE-N (mg/l) : Min,State,TEMPERATURE ºC : Max,TEMPERATURE ºC : Mean,TEMPERATURE ºC : Min,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml,pH : Max : 6.5-8.5,pH : Mean : 6.5-8.5,pH : Min : 6.5-8.5,B.O.D. (mg/l) : Max : < 3 mg/l_imp,B.O.D. (mg/l) : Mean : < 3 mg/l_imp,B.O.D. (mg/l) : Min : < 3 mg/l_imp,CONDUCTIVITY (µmhos/cm) : Max_imp,CONDUCTIVITY (µmhos/cm) : Mean_imp,CONDUCTIVITY (µmhos/cm) : Min_imp,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml_imp,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml_imp,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml_imp,TEMPERATURE ºC : Max_imp,TEMPERATURE ºC : Mean_imp,TEMPERATURE ºC : Min_imp,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml_imp,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml_imp,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml_imp
303,,,,409.0,409.0,409.0,,,,1.2,1.2,1.2,punjab,,,,,,,8.1,8.1,8.1,3.1707964601769913,2.6238938053097334,2.198230088495573,409.0,409.0,409.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
304,,,,1189.0,1189.0,1189.0,,,,4.6,4.6,4.6,punjab,,,,,,,6.9,6.9,6.9,3.1707964601769913,2.6238938053097334,2.198230088495573,1189.0,1189.0,1189.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
305,,,,2638.0,2638.0,2638.0,,,,8.6,8.6,8.6,punjab,,,,,,,6.9,6.9,6.9,3.1707964601769913,2.6238938053097334,2.198230088495573,2638.0,2638.0,2638.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
306,,,,1009.0,1009.0,1009.0,,,,2.0,2.0,2.0,punjab,,,,,,,7.5,7.5,7.5,3.1707964601769913,2.6238938053097334,2.198230088495573,1009.0,1009.0,1009.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
307,,,,2390.0,2390.0,2390.0,,,,4.4,4.4,4.4,punjab,,,,,,,7.1,7.1,7.1,3.1707964601769913,2.6238938053097334,2.198230088495573,2390.0,2390.0,2390.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
308,,,,1083.0,1083.0,1083.0,,,,3.8,3.8,3.8,punjab,,,,,,,7.1,7.1,7.1,3.1707964601769913,2.6238938053097334,2.198230088495573,1083.0,1083.0,1083.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
309,,,,669.0,669.0,669.0,,,,2.2,2.2,2.2,punjab,,,,,,,7.2,7.2,7.2,3.1707964601769913,2.6238938053097334,2.198230088495573,669.0,669.0,669.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
310,,,,1158.0,1158.0,1158.0,,,,4.2,4.2,4.2,punjab,,,,,,,6.8,6.8,6.8,3.1707964601769913,2.6238938053097334,2.198230088495573,1158.0,1158.0,1158.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
311,,,,647.0,635.0,623.0,,,,2.5,2.5,2.4,punjab,,,,,,,7.1,7.1,7.1,3.1707964601769913,2.6238938053097334,2.198230088495573,647.0,635.0,623.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
312,,,,1673.0,1673.0,1673.0,,,,2.5,2.5,2.5,punjab,,,,,,,7.0,7.0,7.0,3.1707964601769913,2.6238938053097334,2.198230088495573,1673.0,1673.0,1673.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
313,,,,406.0,406.0,406.0,,,,1.4,1.4,1.4,punjab,,,,,,,7.4,7.4,7.4,3.1707964601769913,2.6238938053097334,2.198230088495573,406.0,406.0,406.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
314,1.1,1.1,1.1,2500.0,2500.0,2500.0,4.0,4.0,4.0,1.8,1.8,1.8,rajasthan,25.0,25.0,25.0,4.0,4.0,4.0,8.4,8.4,8.4,1.1,1.1,1.1,2500.0,2500.0,2500.0,4.0,4.0,4.0,25.0,25.0,25.0,4.0,4.0,4.0
315,1.3,1.3,1.3,7100.0,7100.0,7100.0,4.0,4.0,4.0,3.7,3.7,3.7,rajasthan,26.0,26.0,26.0,7.0,7.0,7.0,8.4,8.4,8.4,1.3,1.3,1.3,7100.0,7100.0,7100.0,4.0,4.0,4.0,26.0,26.0,26.0,7.0,7.0,7.0
316,0.8,0.8,0.8,940.0,940.0,940.0,,,,1.0,1.0,1.0,rajasthan,28.0,28.0,28.0,7.0,7.0,7.0,8.0,8.0,8.0,0.8,0.8,0.8,940.0,940.0,940.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,7.0,7.0,7.0
317,1.1,1.1,1.1,1400.0,1400.0,1400.0,,,,0.8,0.8,0.8,rajasthan,28.0,28.0,28.0,4.0,4.0,4.0,7.7,7.7,7.7,1.1,1.1,1.1,1400.0,1400.0,1400.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,4.0,4.0,4.0
318,1.5,1.5,1.5,950.0,950.0,950.0,4.0,4.0,4.0,0.8,0.8,0.8,rajasthan,28.0,28.0,28.0,9.0,9.0,9.0,7.4,7.4,7.4,1.5,1.5,1.5,950.0,950.0,950.0,4.0,4.0,4.0,28.0,28.0,28.0,9.0,9.0,9.0
319,0.8,0.8,0.8,1670.0,1670.0,1670.0,,,,2.4,2.4,2.4,rajasthan,28.0,28.0,28.0,4.0,4.0,4.0,7.5,7.5,7.5,0.8,0.8,0.8,1670.0,1670.0,1670.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,4.0,4.0,4.0
320,0.6,0.6,0.6,6500.0,6500.0,6500.0,,,,4.6,4.6,4.6,rajasthan,29.0,29.0,29.0,4.0,4.0,4.0,7.2,7.2,7.2,0.6,0.6,0.6,6500.0,6500.0,6500.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,4.0,4.0,4.0
321,1.8,1.8,1.8,1600.0,1600.0,1600.0,,,,0.5,0.5,0.5,rajasthan,28.0,28.0,28.0,4.0,4.0,4.0,7.7,7.7,7.7,1.8,1.8,1.8,1600.0,1600.0,1600.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,4.0,4.0,4.0
322,1.0,1.0,1.0,1690.0,1690.0,1690.0,,,,1.0,1.0,1.0,rajasthan,29.0,29.0,29.0,4.0,4.0,4.0,7.8,7.8,7.8,1.0,1.0,1.0,1690.0,1690.0,1690.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,4.0,4.0,4.0
323,0.8,0.8,0.8,700.0,700.0,700.0,,,,1.8,1.8,1.8,rajasthan,30.0,30.0,30.0,9.0,9.0,9.0,7.3,7.3,7.3,0.8,0.8,0.8,700.0,700.0,700.0,1887.5023041474653,1088.8341013824884,562.2764976958525,30.0,30.0,30.0,9.0,9.0,9.0
324,0.7,0.7,0.7,1300.0,1300.0,1300.0,,,,0.5,0.5,0.5,rajasthan,25.0,25.0,25.0,4.0,4.0,4.0,7.4,7.4,7.4,0.7,0.7,0.7,1300.0,1300.0,1300.0,1887.5023041474653,1088.8341013824884,562.2764976958525,25.0,25.0,25.0,4.0,4.0,4.0
325,0.7,0.7,0.7,560.0,560.0,560.0,,,,2.0,2.0,2.0,rajasthan,26.0,26.0,26.0,4.0,4.0,4.0,7.6,7.6,7.6,0.7,0.7,0.7,560.0,560.0,560.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.0,26.0,26.0,4.0,4.0,4.0
326,1.1,1.1,1.1,4200.0,4200.0,4200.0,,,,1.6,1.6,1.6,rajasthan,25.0,25.0,25.0,4.0,4.0,4.0,7.5,7.5,7.5,1.1,1.1,1.1,4200.0,4200.0,4200.0,1887.5023041474653,1088.8341013824884,562.2764976958525,25.0,25.0,25.0,4.0,4.0,4.0
327,0.9,0.9,0.9,1590.0,1590.0,1590.0,4.0,4.0,4.0,0.7,0.7,0.7,rajasthan,26.0,26.0,26.0,9.0,9.0,9.0,7.8,7.8,7.8,0.9,0.9,0.9,1590.0,1590.0,1590.0,4.0,4.0,4.0,26.0,26.0,26.0,9.0,9.0,9.0
328,1.7,1.7,1.7,1680.0,1680.0,1680.0,,,,1.1,1.1,1.1,rajasthan,26.0,26.0,26.0,4.0,4.0,4.0,6.8,6.8,6.8,1.7,1.7,1.7,1680.0,1680.0,1680.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.0,26.0,26.0,4.0,4.0,4.0
329,1.6,1.6,1.6,4700.0,4700.0,4700.0,,,,4.4,4.4,4.4,rajasthan,24.0,24.0,24.0,4.0,4.0,4.0,7.7,7.7,7.7,1.6,1.6,1.6,4700.0,4700.0,4700.0,1887.5023041474653,1088.8341013824884,562.2764976958525,24.0,24.0,24.0,4.0,4.0,4.0
330,1.7,1.4,1.1,2500.0,2250.0,2000.0,,,,4.4,3.0,1.7,rajasthan,23.0,22.5,22.0,4.0,4.0,4.0,8.0,7.9,7.8,1.7,1.4,1.1,2500.0,2250.0,2000.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.0,22.5,22.0,4.0,4.0,4.0
331,1.4,1.4,1.4,4300.0,4300.0,4300.0,4.0,4.0,4.0,2.6,2.6,2.6,rajasthan,22.0,22.0,22.0,9.0,9.0,9.0,7.7,7.7,7.7,1.4,1.4,1.4,4300.0,4300.0,4300.0,4.0,4.0,4.0,22.0,22.0,22.0,9.0,9.0,9.0
332,1.1,1.1,1.1,1820.0,1820.0,1820.0,,,,1.3,1.3,1.3,rajasthan,24.0,24.0,24.0,4.0,4.0,4.0,6.7,6.7,6.7,1.1,1.1,1.1,1820.0,1820.0,1820.0,1887.5023041474653,1088.8341013824884,562.2764976958525,24.0,24.0,24.0,4.0,4.0,4.0
333,1.2,1.2,1.2,1870.0,1870.0,1870.0,,,,1.4,1.4,1.4,rajasthan,24.0,24.0,24.0,4.0,4.0,4.0,6.8,6.8,6.8,1.2,1.2,1.2,1870.0,1870.0,1870.0,1887.5023041474653,1088.8341013824884,562.2764976958525,24.0,24.0,24.0,4.0,4.0,4.0
334,1.5,1.5,1.5,2200.0,2200.0,2200.0,,,,1.0,1.0,1.0,rajasthan,24.0,24.0,24.0,4.0,4.0,4.0,6.8,6.8,6.8,1.5,1.5,1.5,2200.0,2200.0,2200.0,1887.5023041474653,1088.8341013824884,562.2764976958525,24.0,24.0,24.0,4.0,4.0,4.0
335,1.6,1.6,1.6,1700.0,1700.0,1700.0,,,,1.1,1.1,1.1,rajasthan,24.0,24.0,24.0,4.0,4.0,4.0,6.7,6.7,6.7,1.6,1.6,1.6,1700.0,1700.0,1700.0,1887.5023041474653,1088.8341013824884,562.2764976958525,24.0,24.0,24.0,4.0,4.0,4.0
336,1.4,1.4,1.4,1500.0,1500.0,1500.0,4.0,4.0,4.0,2.1,2.1,2.1,rajasthan,24.0,24.0,24.0,9.0,9.0,9.0,6.7,6.7,6.7,1.4,1.4,1.4,1500.0,1500.0,1500.0,4.0,4.0,4.0,24.0,24.0,24.0,9.0,9.0,9.0
337,0.6,0.6,0.6,1810.0,1810.0,1810.0,,,,1.4,1.4,1.4,rajasthan,27.0,27.0,27.0,4.0,4.0,4.0,7.1,7.1,7.1,0.6,0.6,0.6,1810.0,1810.0,1810.0,1887.5023041474653,1088.8341013824884,562.2764976958525,27.0,27.0,27.0,4.0,4.0,4.0
338,0.9,0.9,0.9,2000.0,2000.0,2000.0,4.0,4.0,4.0,2.0,2.0,2.0,rajasthan,27.0,27.0,27.0,9.0,9.0,9.0,6.9,6.9,6.9,0.9,0.9,0.9,2000.0,2000.0,2000.0,4.0,4.0,4.0,27.0,27.0,27.0,9.0,9.0,9.0
339,0.7,0.7,0.7,1000.0,1000.0,1000.0,,,,0.8,0.8,0.8,rajasthan,27.0,27.0,27.0,4.0,4.0,4.0,6.9,6.9,6.9,0.7,0.7,0.7,1000.0,1000.0,1000.0,1887.5023041474653,1088.8341013824884,562.2764976958525,27.0,27.0,27.0,4.0,4.0,4.0
340,1.0,1.0,1.0,1380.0,1380.0,1380.0,,,,1.0,1.0,1.0,rajasthan,26.0,26.0,26.0,4.0,4.0,4.0,7.3,7.3,7.3,1.0,1.0,1.0,1380.0,1380.0,1380.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.0,26.0,26.0,4.0,4.0,4.0
341,0.7,0.7,0.7,1410.0,1410.0,1410.0,,,,0.8,0.8,0.8,rajasthan,26.0,26.0,26.0,4.0,4.0,4.0,7.2,7.2,7.2,0.7,0.7,0.7,1410.0,1410.0,1410.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.0,26.0,26.0,4.0,4.0,4.0
342,0.9,0.9,0.9,850.0,850.0,850.0,,,,1.1,1.1,1.1,rajasthan,32.0,32.0,32.0,4.0,4.0,4.0,7.6,7.6,7.6,0.9,0.9,0.9,850.0,850.0,850.0,1887.5023041474653,1088.8341013824884,562.2764976958525,32.0,32.0,32.0,4.0,4.0,4.0
343,1.7,1.7,1.7,3400.0,3400.0,3400.0,,,,1.4,1.4,1.4,rajasthan,32.0,32.0,32.0,4.0,4.0,4.0,7.4,7.4,7.4,1.7,1.7,1.7,3400.0,3400.0,3400.0,1887.5023041474653,1088.8341013824884,562.2764976958525,32.0,32.0,32.0,4.0,4.0,4.0
344,1.5,1.5,1.5,1000.0,1000.0,1000.0,,,,1.0,1.0,1.0,rajasthan,32.0,32.0,32.0,4.0,4.0,4.0,7.5,7.5,7.5,1.5,1.5,1.5,1000.0,1000.0,1000.0,1887.5023041474653,1088.8341013824884,562.2764976958525,32.0,32.0,32.0,4.0,4.0,4.0
345,1.2,1.2,1.2,310.0,310.0,310.0,,,,1.2,1.2,1.2,rajasthan,33.0,33.0,33.0,4.0,4.0,4.0,7.7,7.7,7.7,1.2,1.2,1.2,310.0,310.0,310.0,1887.5023041474653,1088.8341013824884,562.2764976958525,33.0,33.0,33.0,4.0,4.0,4.0
346,1.5,1.5,1.5,2000.0,2000.0,2000.0,,,,2.1,2.1,2.1,rajasthan,33.0,33.0,33.0,4.0,4.0,4.0,7.2,7.2,7.2,1.5,1.5,1.5,2000.0,2000.0,2000.0,1887.5023041474653,1088.8341013824884,562.2764976958525,33.0,33.0,33.0,4.0,4.0,4.0
347,1.3,1.3,1.3,890.0,890.0,890.0,,,,1.0,1.0,1.0,rajasthan,28.0,28.0,28.0,4.0,4.0,4.0,7.8,7.8,7.8,1.3,1.3,1.3,890.0,890.0,890.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,4.0,4.0,4.0
348,1.8,1.8,1.8,4100.0,4100.0,4100.0,4.0,4.0,4.0,1.8,1.8,1.8,rajasthan,27.0,27.0,27.0,7.0,7.0,7.0,6.9,6.9,6.9,1.8,1.8,1.8,4100.0,4100.0,4100.0,4.0,4.0,4.0,27.0,27.0,27.0,7.0,7.0,7.0
349,1.1,1.1,1.1,4300.0,4300.0,4300.0,4.0,4.0,4.0,1.6,1.6,1.6,rajasthan,27.5,27.5,27.5,9.0,9.0,9.0,7.6,7.6,7.6,1.1,1.1,1.1,4300.0,4300.0,4300.0,4.0,4.0,4.0,27.5,27.5,27.5,9.0,9.0,9.0
350,2.0,2.0,2.0,3600.0,3600.0,3600.0,4.0,4.0,4.0,1.5,1.5,1.5,rajasthan,29.5,29.5,29.5,9.0,9.0,9.0,7.1,7.1,7.1,2.0,2.0,2.0,3600.0,3600.0,3600.0,4.0,4.0,4.0,29.5,29.5,29.5,9.0,9.0,9.0
351,1.3,1.3,1.3,670.0,670.0,670.0,4.0,4.0,4.0,0.7,0.7,0.7,rajasthan,26.0,26.0,26.0,4.0,4.0,4.0,7.4,7.4,7.4,1.3,1.3,1.3,670.0,670.0,670.0,4.0,4.0,4.0,26.0,26.0,26.0,4.0,4.0,4.0
352,1.3,1.3,1.3,750.0,750.0,750.0,,,,0.6,0.6,0.6,rajasthan,26.0,26.0,26.0,4.0,4.0,4.0,7.5,7.5,7.5,1.3,1.3,1.3,750.0,750.0,750.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.0,26.0,26.0,4.0,4.0,4.0
353,0.8,0.8,0.8,990.0,990.0,990.0,,,,0.6,0.6,0.6,rajasthan,25.0,25.0,25.0,4.0,4.0,4.0,7.8,7.8,7.8,0.8,0.8,0.8,990.0,990.0,990.0,1887.5023041474653,1088.8341013824884,562.2764976958525,25.0,25.0,25.0,4.0,4.0,4.0
354,2.5,2.5,2.5,1170.0,1170.0,1170.0,,,,0.6,0.6,0.6,rajasthan,27.0,27.0,27.0,4.0,4.0,4.0,7.4,7.4,7.4,2.5,2.5,2.5,1170.0,1170.0,1170.0,1887.5023041474653,1088.8341013824884,562.2764976958525,27.0,27.0,27.0,4.0,4.0,4.0
355,2.8,2.8,2.8,890.0,890.0,890.0,4.0,4.0,4.0,2.4,2.4,2.4,rajasthan,24.0,24.0,24.0,7.0,7.0,7.0,8.3,8.3,8.3,2.8,2.8,2.8,890.0,890.0,890.0,4.0,4.0,4.0,24.0,24.0,24.0,7.0,7.0,7.0
356,3.0,3.0,3.0,5700.0,5700.0,5700.0,4.0,4.0,4.0,3.0,3.0,3.0,rajasthan,25.0,25.0,25.0,7.0,7.0,7.0,8.4,8.4,8.4,3.0,3.0,3.0,5700.0,5700.0,5700.0,4.0,4.0,4.0,25.0,25.0,25.0,7.0,7.0,7.0
357,2.8,2.8,2.8,1590.0,1590.0,1590.0,4.0,4.0,4.0,1.4,1.4,1.4,rajasthan,24.0,24.0,24.0,7.0,7.0,7.0,8.4,8.4,8.4,2.8,2.8,2.8,1590.0,1590.0,1590.0,4.0,4.0,4.0,24.0,24.0,24.0,7.0,7.0,7.0
358,2.0,2.0,2.0,6100.0,6100.0,6100.0,4.0,4.0,4.0,2.9,2.9,2.9,rajasthan,24.0,24.0,24.0,7.0,7.0,7.0,8.5,8.5,8.5,2.0,2.0,2.0,6100.0,6100.0,6100.0,4.0,4.0,4.0,24.0,24.0,24.0,7.0,7.0,7.0
359,1.7,1.7,1.7,860.0,860.0,860.0,4.0,4.0,4.0,1.4,1.4,1.4,rajasthan,28.0,28.0,28.0,7.0,7.0,7.0,7.5,7.5,7.5,1.7,1.7,1.7,860.0,860.0,860.0,4.0,4.0,4.0,28.0,28.0,28.0,7.0,7.0,7.0
360,0.9,0.9,0.9,1740.0,1740.0,1740.0,,,,2.3,2.3,2.3,rajasthan,28.0,28.0,28.0,4.0,4.0,4.0,7.5,7.5,7.5,0.9,0.9,0.9,1740.0,1740.0,1740.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,4.0,4.0,4.0
361,0.8,0.8,0.8,2000.0,2000.0,2000.0,,,,1.4,1.4,1.4,rajasthan,28.0,28.0,28.0,4.0,4.0,4.0,7.5,7.5,7.5,0.8,0.8,0.8,2000.0,2000.0,2000.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,4.0,4.0,4.0
362,0.8,0.8,0.8,2500.0,2500.0,2500.0,,,,1.1,1.1,1.1,rajasthan,28.0,28.0,28.0,4.0,4.0,4.0,7.6,7.6,7.6,0.8,0.8,0.8,2500.0,2500.0,2500.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,4.0,4.0,4.0
363,0.9,0.9,0.9,3000.0,3000.0,3000.0,,,,1.6,1.6,1.6,rajasthan,27.0,27.0,27.0,4.0,4.0,4.0,7.7,7.7,7.7,0.9,0.9,0.9,3000.0,3000.0,3000.0,1887.5023041474653,1088.8341013824884,562.2764976958525,27.0,27.0,27.0,4.0,4.0,4.0
364,0.8,0.8,0.8,1390.0,1390.0,1390.0,,,,1.8,1.8,1.8,rajasthan,29.0,29.0,29.0,4.0,4.0,4.0,7.7,7.7,7.7,0.8,0.8,0.8,1390.0,1390.0,1390.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,4.0,4.0,4.0
365,0.9,0.9,0.9,4200.0,4200.0,4200.0,,,,2.2,2.2,2.2,rajasthan,28.0,28.0,28.0,4.0,4.0,4.0,7.5,7.5,7.5,0.9,0.9,0.9,4200.0,4200.0,4200.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,4.0,4.0,4.0
366,14.6,12.5,10.5,7800.0,6650.0,5500.0,28.0,18.0,7.0,7.0,4.9,2.9,rajasthan,25.0,24.0,23.0,1100.0,655.0,210.0,8.4,8.0,7.5,14.6,12.5,10.5,7800.0,6650.0,5500.0,28.0,18.0,7.0,25.0,24.0,23.0,1100.0,655.0,210.0
367,14.9,14.9,14.9,21000.0,21000.0,21000.0,,,,6.2,6.2,6.2,rajasthan,22.0,22.0,22.0,4.0,4.0,4.0,7.8,7.8,7.8,14.9,14.9,14.9,21000.0,21000.0,21000.0,1887.5023041474653,1088.8341013824884,562.2764976958525,22.0,22.0,22.0,4.0,4.0,4.0
368,2.4,2.4,2.4,2200.0,2200.0,2200.0,4.0,4.0,4.0,0.6,0.6,0.6,rajasthan,20.0,20.0,20.0,9.0,9.0,9.0,8.0,8.0,8.0,2.4,2.4,2.4,2200.0,2200.0,2200.0,4.0,4.0,4.0,20.0,20.0,20.0,9.0,9.0,9.0
369,2.5,2.5,2.5,12700.0,12700.0,12700.0,,,,4.0,4.0,4.0,rajasthan,24.0,24.0,24.0,4.0,4.0,4.0,7.6,7.6,7.6,2.5,2.5,2.5,12700.0,12700.0,12700.0,1887.5023041474653,1088.8341013824884,562.2764976958525,24.0,24.0,24.0,4.0,4.0,4.0
370,2.7,2.7,2.7,8400.0,8400.0,8400.0,,,,3.1,3.1,3.1,rajasthan,19.0,19.0,19.0,4.0,4.0,4.0,7.8,7.8,7.8,2.7,2.7,2.7,8400.0,8400.0,8400.0,1887.5023041474653,1088.8341013824884,562.2764976958525,19.0,19.0,19.0,4.0,4.0,4.0
371,7.8,7.8,7.8,8300.0,8300.0,8300.0,,,,5.7,5.7,5.7,rajasthan,20.0,20.0,20.0,4.0,4.0,4.0,8.0,8.0,8.0,7.8,7.8,7.8,8300.0,8300.0,8300.0,1887.5023041474653,1088.8341013824884,562.2764976958525,20.0,20.0,20.0,4.0,4.0,4.0
372,1.8,1.8,1.8,6600.0,6600.0,6600.0,,,,3.0,3.0,3.0,rajasthan,19.0,19.0,19.0,4.0,4.0,4.0,7.9,7.9,7.9,1.8,1.8,1.8,6600.0,6600.0,6600.0,1887.5023041474653,1088.8341013824884,562.2764976958525,19.0,19.0,19.0,4.0,4.0,4.0
373,2.8,2.8,2.8,11700.0,11700.0,11700.0,,,,12.0,12.0,12.0,rajasthan,20.0,20.0,20.0,4.0,4.0,4.0,7.8,7.8,7.8,2.8,2.8,2.8,11700.0,11700.0,11700.0,1887.5023041474653,1088.8341013824884,562.2764976958525,20.0,20.0,20.0,4.0,4.0,4.0
374,3.1,3.1,3.1,11500.0,11500.0,11500.0,,,,3.7,3.7,3.7,rajasthan,18.0,18.0,18.0,4.0,4.0,4.0,7.6,7.6,7.6,3.1,3.1,3.1,11500.0,11500.0,11500.0,1887.5023041474653,1088.8341013824884,562.2764976958525,18.0,18.0,18.0,4.0,4.0,4.0
375,2.5,2.5,2.5,9700.0,9700.0,9700.0,4.0,4.0,4.0,2.9,2.9,2.9,rajasthan,19.0,19.0,19.0,7.0,7.0,7.0,7.4,7.4,7.4,2.5,2.5,2.5,9700.0,9700.0,9700.0,4.0,4.0,4.0,19.0,19.0,19.0,7.0,7.0,7.0
376,4.3,4.3,4.3,21000.0,21000.0,21000.0,4.0,4.0,4.0,5.6,5.6,5.6,rajasthan,18.0,18.0,18.0,7.0,7.0,7.0,7.8,7.8,7.8,4.3,4.3,4.3,21000.0,21000.0,21000.0,4.0,4.0,4.0,18.0,18.0,18.0,7.0,7.0,7.0
377,1.3,1.3,1.3,3300.0,3300.0,3300.0,,,,1.3,1.3,1.3,rajasthan,27.0,27.0,27.0,4.0,4.0,4.0,7.3,7.3,7.3,1.3,1.3,1.3,3300.0,3300.0,3300.0,1887.5023041474653,1088.8341013824884,562.2764976958525,27.0,27.0,27.0,4.0,4.0,4.0
378,0.9,0.9,0.9,1820.0,1820.0,1820.0,,,,2.0,2.0,2.0,rajasthan,29.0,29.0,29.0,4.0,4.0,4.0,7.6,7.6,7.6,0.9,0.9,0.9,1820.0,1820.0,1820.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,4.0,4.0,4.0
379,0.7,0.7,0.7,870.0,870.0,870.0,,,,1.8,1.8,1.8,rajasthan,28.0,28.0,28.0,4.0,4.0,4.0,7.8,7.8,7.8,0.7,0.7,0.7,870.0,870.0,870.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,4.0,4.0,4.0
380,1.7,1.7,1.7,3500.0,3500.0,3500.0,,,,2.1,2.1,2.1,rajasthan,28.0,28.0,28.0,4.0,4.0,4.0,7.5,7.5,7.5,1.7,1.7,1.7,3500.0,3500.0,3500.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,4.0,4.0,4.0
381,0.9,0.9,0.9,2500.0,2500.0,2500.0,,,,0.8,0.8,0.8,rajasthan,28.0,28.0,28.0,,,,7.6,7.6,7.6,0.9,0.9,0.9,2500.0,2500.0,2500.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,14249.386440677967,4048.237288135593,825.1254237288135
382,1.2,1.2,1.2,2100.0,2100.0,2100.0,,,,2.0,2.0,2.0,rajasthan,26.0,26.0,26.0,7.0,7.0,7.0,7.7,7.7,7.7,1.2,1.2,1.2,2100.0,2100.0,2100.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.0,26.0,26.0,7.0,7.0,7.0
